corsi_di_laurea	corsi	id	name	surname	phone	email	office_address	office_number
Corso di Laurea Magistrale in Biologia sanitaria	velit ut dolorem	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea Magistrale in Fisica	officiis perspiciatis unde	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea in Ingegneria dell'Informazione	non occaecati voluptatem	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea in Ingegneria Informatica	ducimus qui temporibus	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea Magistrale in Ingegneria Informatica	sunt sed eius	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea Magistrale in Ingegneria Informatica	distinctio laboriosam sit	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea in Informatica	dolore nemo voluptatibus	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea in Infermieristica	ab error incidunt	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	labore sequi incidunt	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea in Igiene Dentale	quia aliquam dolore	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea Magistrale in Odontoiatria e Protesi Dentaria	sunt qui mollitia	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea in Chimica	odio et sed	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente	doloremque a nulla	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente	labore explicabo asperiores	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea in Diritto dell'Economia	autem aut occaecati	66	Felicia	Testa	NULL	doriana.vitale@fabbri.it	Contrada Penelope 73	113
Corso di Laurea Magistrale in Biotecnologie industriali	omnis incidunt recusandae	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea in Ingegneria Elettronica	aperiam possimus dolor	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea in Matematica	facere ad rerum	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea in Dietistica	inventore praesentium voluptatem	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	qui doloremque dolorem	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	ut eius error	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea in Scienza dei Materiali	qui nemo ad	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea in Scienze e Tecnologie per l'Ambiente	nihil in rem	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente	dicta consectetur delectus	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea in Economia	et est iure	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea in Diritto dell'Economia	quia consectetur consequatur	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea in Relazioni Internazionali e Diritti Umani	rem ut ea	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea Magistrale in European and Global Studies	dolorem perferendis eos	67	Ivonne	Neri	+61 72 18587184	sorrentino.violante@hotmail.com	Via Elga 7 Piano 4	138
Corso di Laurea in Biotecnologie	beatae quia quia	68	Cleopatra	Rinaldi	394 643 755	uvitale@silvestri.it	Rotonda Carmela 10 Piano 1	104
Corso di Laurea in Matematica	officiis nam eius	68	Cleopatra	Rinaldi	394 643 755	uvitale@silvestri.it	Rotonda Carmela 10 Piano 1	104
Corso di Laurea in Infermieristica	et aut architecto	68	Cleopatra	Rinaldi	394 643 755	uvitale@silvestri.it	Rotonda Carmela 10 Piano 1	104
Corso di Laurea in Scienza dei Materiali	vel vel eos	68	Cleopatra	Rinaldi	394 643 755	uvitale@silvestri.it	Rotonda Carmela 10 Piano 1	104
Corso di Laurea Magistrale in Scienza dei Materiali	aut rerum provident	68	Cleopatra	Rinaldi	394 643 755	uvitale@silvestri.it	Rotonda Carmela 10 Piano 1	104
Corso di Laurea in Lettere	vel velit non	68	Cleopatra	Rinaldi	394 643 755	uvitale@silvestri.it	Rotonda Carmela 10 Piano 1	104
Corso di Laurea in Lingue, Letterature e Mediazione Culturale	nisi consequatur in	68	Cleopatra	Rinaldi	394 643 755	uvitale@silvestri.it	Rotonda Carmela 10 Piano 1	104
Corso di Laurea Magistrale in Biotecnologie industriali	eaque veritatis ea	69	Evita	Morelli	+39 310 272 545	grazia66@hotmail.com	Piazza Ferretti 619	106
Corso di Laurea Magistrale in Biotecnologie industriali	soluta placeat asperiores	69	Evita	Morelli	+39 310 272 545	grazia66@hotmail.com	Piazza Ferretti 619	106
Corso di Laurea Magistrale in Scienze della natura	nesciunt esse natus	69	Evita	Morelli	+39 310 272 545	grazia66@hotmail.com	Piazza Ferretti 619	106
Corso di Laurea in Ingegneria dell'Informazione	adipisci aliquam dolorum	69	Evita	Morelli	+39 310 272 545	grazia66@hotmail.com	Piazza Ferretti 619	106
Corso di Laurea in Ingegneria dell'Informazione	occaecati voluptatibus voluptatem	69	Evita	Morelli	+39 310 272 545	grazia66@hotmail.com	Piazza Ferretti 619	106
Corso di Laurea Magistrale in Ingegneria dell'Automazione	dolores voluptatem sint	69	Evita	Morelli	+39 310 272 545	grazia66@hotmail.com	Piazza Ferretti 619	106
Corso di Laurea Magistrale in Matematica	sit ipsum accusamus	69	Evita	Morelli	+39 310 272 545	grazia66@hotmail.com	Piazza Ferretti 619	106
Corso di Laurea Magistrale in Economia e Diritto	distinctio ullam aspernatur	69	Evita	Morelli	+39 310 272 545	grazia66@hotmail.com	Piazza Ferretti 619	106
Corso di Laurea in Lettere	aliquam culpa quia	69	Evita	Morelli	+39 310 272 545	grazia66@hotmail.com	Piazza Ferretti 619	106
Corso di Laurea Magistrale in Lingue e Letterature Europee e Americane	amet itaque fugit	69	Evita	Morelli	+39 310 272 545	grazia66@hotmail.com	Piazza Ferretti 619	106
Corso di Laurea in Biologia	qui laboriosam non	70	Diamante	Ferri	+39 089 931 950	cassiopea.sartori@gmail.com	Via Eusebio 167 Appartamento 28	41
Corso di Laurea Magistrale in Biologia evoluzionistica	facilis vero voluptatem	70	Diamante	Ferri	+39 089 931 950	cassiopea.sartori@gmail.com	Via Eusebio 167 Appartamento 28	41
Corso di Laurea Magistrale in Biologia sanitaria	quia vero illum	70	Diamante	Ferri	+39 089 931 950	cassiopea.sartori@gmail.com	Via Eusebio 167 Appartamento 28	41
Corso di Laurea in Fisica	qui voluptatem iste	70	Diamante	Ferri	+39 089 931 950	cassiopea.sartori@gmail.com	Via Eusebio 167 Appartamento 28	41
Corso di Laurea in Ingegneria Civile	animi id quia	70	Diamante	Ferri	+39 089 931 950	cassiopea.sartori@gmail.com	Via Eusebio 167 Appartamento 28	41
Corso di Laurea in Ingegneria Edile - Architettura	ea et harum	70	Diamante	Ferri	+39 089 931 950	cassiopea.sartori@gmail.com	Via Eusebio 167 Appartamento 28	41
Corso di Laurea in Ingegneria Informatica	quis minus ad	70	Diamante	Ferri	+39 089 931 950	cassiopea.sartori@gmail.com	Via Eusebio 167 Appartamento 28	41
Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	rem rerum laudantium	70	Diamante	Ferri	+39 089 931 950	cassiopea.sartori@gmail.com	Via Eusebio 167 Appartamento 28	41
Corso di Laurea in Educazione Professionale	deleniti nesciunt amet	70	Diamante	Ferri	+39 089 931 950	cassiopea.sartori@gmail.com	Via Eusebio 167 Appartamento 28	41
Corso di Laurea in Educazione Professionale	impedit ducimus ipsum	70	Diamante	Ferri	+39 089 931 950	cassiopea.sartori@gmail.com	Via Eusebio 167 Appartamento 28	41
Corso di Laurea in Fisioterapia	quos nobis vero	70	Diamante	Ferri	+39 089 931 950	cassiopea.sartori@gmail.com	Via Eusebio 167 Appartamento 28	41
Corso di Laurea Magistrale in Biotecnologie industriali	aut non eos	71	Iacopo	Amato	NULL	orlando.alberto@palmieri.it	Via Giacinto 11 Piano 8	48
Corso di Laurea Magistrale in Ingegneria Civile	quia quod deserunt	71	Iacopo	Amato	NULL	orlando.alberto@palmieri.it	Via Giacinto 11 Piano 8	48
Corso di Laurea Magistrale in Ingegneria Civile	possimus earum qui	71	Iacopo	Amato	NULL	orlando.alberto@palmieri.it	Via Giacinto 11 Piano 8	48
Corso di Laurea in Ingegneria Informatica	est ab ratione	71	Iacopo	Amato	NULL	orlando.alberto@palmieri.it	Via Giacinto 11 Piano 8	48
Corso di Laurea in Ingegneria Informatica	omnis rerum tenetur	71	Iacopo	Amato	NULL	orlando.alberto@palmieri.it	Via Giacinto 11 Piano 8	48
Corso di Laurea in Tecniche di Radiologia Medica	itaque debitis ipsa	71	Iacopo	Amato	NULL	orlando.alberto@palmieri.it	Via Giacinto 11 Piano 8	48
Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	et assumenda nihil	71	Iacopo	Amato	NULL	orlando.alberto@palmieri.it	Via Giacinto 11 Piano 8	48
Corso di Laurea in Igiene Dentale	dicta quisquam perspiciatis	71	Iacopo	Amato	NULL	orlando.alberto@palmieri.it	Via Giacinto 11 Piano 8	48
Corso di Laurea in Igiene Dentale	id expedita aut	71	Iacopo	Amato	NULL	orlando.alberto@palmieri.it	Via Giacinto 11 Piano 8	48
Corso di Laurea Magistrale in Entrepreneurship and Innovation	sit sint eveniet	71	Iacopo	Amato	NULL	orlando.alberto@palmieri.it	Via Giacinto 11 Piano 8	48
Corso di Laurea Magistrale in Economia e Diritto	et eos optio	71	Iacopo	Amato	NULL	orlando.alberto@palmieri.it	Via Giacinto 11 Piano 8	48
Corso di Laurea in Lingue, Letterature e Mediazione Culturale	quia tenetur autem	71	Iacopo	Amato	NULL	orlando.alberto@palmieri.it	Via Giacinto 11 Piano 8	48
Corso di Laurea Magistrale in Biologia molecolare	corrupti doloribus molestiae	72	Jarno	Caputo	NULL	desantis.celeste@bellini.net	Incrocio Marini 9	43
Corso di Laurea in Fisica	voluptas excepturi aut	72	Jarno	Caputo	NULL	desantis.celeste@bellini.net	Incrocio Marini 9	43
Corso di Laurea in Ingegneria Edile - Architettura	sit officia accusamus	72	Jarno	Caputo	NULL	desantis.celeste@bellini.net	Incrocio Marini 9	43
Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	saepe laudantium quia	72	Jarno	Caputo	NULL	desantis.celeste@bellini.net	Incrocio Marini 9	43
Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	nam aut reprehenderit	72	Jarno	Caputo	NULL	desantis.celeste@bellini.net	Incrocio Marini 9	43
Corso di Laurea in Chimica	sint explicabo quae	72	Jarno	Caputo	NULL	desantis.celeste@bellini.net	Incrocio Marini 9	43
Corso di Laurea Magistrale in Chimica Industriale	dolor occaecati tenetur	72	Jarno	Caputo	NULL	desantis.celeste@bellini.net	Incrocio Marini 9	43
Corso di Laurea Magistrale in Business Administration	consequatur est numquam	72	Jarno	Caputo	NULL	desantis.celeste@bellini.net	Incrocio Marini 9	43
Corso di Laurea in Scienze Politiche	magni vero inventore	72	Jarno	Caputo	NULL	desantis.celeste@bellini.net	Incrocio Marini 9	43
Corso di Laurea in Relazioni Internazionali e Diritti Umani	sit assumenda ut	72	Jarno	Caputo	NULL	desantis.celeste@bellini.net	Incrocio Marini 9	43
Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	fugiat animi fugiat	72	Jarno	Caputo	NULL	desantis.celeste@bellini.net	Incrocio Marini 9	43
Corso di Laurea in Biologia	voluptatem ullam atque	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea Magistrale in Biologia sanitaria	quibusdam dolor alias	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea Magistrale in Scienze della natura	ut voluptatibus neque	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea in Matematica	numquam amet eaque	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea in Educazione Professionale	eum beatae earum	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea in Tecniche di Neurofisiopatologia	aut et sed	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea in Scienza dei Materiali	alias fugiat provident	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea Magistrale in Scienza dei Materiali	saepe rerum iste	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente	in consequatur quia	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea Magistrale in Economia e Diritto	assumenda impedit nihil	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea in Scienze Politiche	at dolorem temporibus	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea Magistrale in Scienze del Governo e Politiche Pubbliche	sunt culpa id	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	qui sapiente voluptatem	73	Elda	Bruno	+62 35 8488435	diamante.monti@battaglia.it	Piazza Ferretti 619	101
Corso di Laurea in Biotecnologie	perspiciatis quae eveniet	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea Magistrale in Cybersecurity	quam expedita doloribus	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea Magistrale in Informatica	quos voluptatem quis	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea in Tecniche di Laboratorio Biomedico	nam illo repellendus	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea in Tecniche di Laboratorio Biomedico	laudantium animi dolorem	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea in Tecniche di Radiologia Medica	enim qui facere	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie	aperiam ut suscipit	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea in Logopedia	omnis libero nulla	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea in Scienze e Tecnologie per l'Ambiente	consequatur eius et	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea in Scienze e Tecnologie per l'Ambiente	nulla velit omnis	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea Magistrale in Economics and Finance	ad dignissimos doloremque	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea Magistrale in Scienze del Governo e Politiche Pubbliche	qui facere minima	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea in Statistica per l'Economia e l'Impresa	esse incidunt aut	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea in Lingue, Letterature e Mediazione Culturale	minus consequatur culpa	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea Magistrale in Filologia Moderna	fugit distinctio quibusdam	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea Magistrale in Lingue e Letterature Europee e Americane	eos quisquam dolores	74	Maika	Bellini	NULL	ferri.walter@martino.com	Strada Lombardi 855	137
Corso di Laurea Magistrale in Biologia molecolare	consequatur omnis porro	75	Soriana	Pellegrino	+80 4162 3863495	albino.orlando@longo.com	Strada Lombardi 855	16
Corso di Laurea Magistrale in Biologia sanitaria	quis aut a	75	Soriana	Pellegrino	+80 4162 3863495	albino.orlando@longo.com	Strada Lombardi 855	16
Corso di Laurea in Astronomia	provident ea molestiae	75	Soriana	Pellegrino	+80 4162 3863495	albino.orlando@longo.com	Strada Lombardi 855	16
Corso di Laurea in Ingegneria Civile	hic et et	75	Soriana	Pellegrino	+80 4162 3863495	albino.orlando@longo.com	Strada Lombardi 855	16
Corso di Laurea in Ingegneria per l'Ambiente e il Territorio	occaecati officiis aliquid	75	Soriana	Pellegrino	+80 4162 3863495	albino.orlando@longo.com	Strada Lombardi 855	16
Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	quaerat id possimus	75	Soriana	Pellegrino	+80 4162 3863495	albino.orlando@longo.com	Strada Lombardi 855	16
Corso di Laurea in Chimica	architecto eligendi consequatur	75	Soriana	Pellegrino	+80 4162 3863495	albino.orlando@longo.com	Strada Lombardi 855	16
Corso di Laurea in Scienza dei Materiali	non rerum molestiae	75	Soriana	Pellegrino	+80 4162 3863495	albino.orlando@longo.com	Strada Lombardi 855	16
Corso di Laurea Magistrale in Entrepreneurship and Innovation	error quam maiores	75	Soriana	Pellegrino	+80 4162 3863495	albino.orlando@longo.com	Strada Lombardi 855	16
Corso di Laurea in Lettere	nihil occaecati minus	75	Soriana	Pellegrino	+80 4162 3863495	albino.orlando@longo.com	Strada Lombardi 855	16
Corso di Laurea Magistrale in Lingue e Letterature Europee e Americane	aspernatur veritatis placeat	75	Soriana	Pellegrino	+80 4162 3863495	albino.orlando@longo.com	Strada Lombardi 855	16
Corso di Laurea Magistrale in Linguistica	quia totam sunt	75	Soriana	Pellegrino	+80 4162 3863495	albino.orlando@longo.com	Strada Lombardi 855	16
Corso di Laurea Magistrale in Biologia sanitaria	tenetur animi autem	76	Ortensia	Testa	NULL	hpiras@email.it	Contrada Penelope 73	28
Corso di Laurea in Ingegneria Civile	deserunt quia non	76	Ortensia	Testa	NULL	hpiras@email.it	Contrada Penelope 73	28
Corso di Laurea in Ingegneria Edile - Architettura	dolores ex sequi	76	Ortensia	Testa	NULL	hpiras@email.it	Contrada Penelope 73	28
